%BLOCK LATTICE_CART
      1.35440000E+01      0.00000000E+00      0.00000000E+00
      0.00000000E+00      1.35440000E+01      0.00000000E+00
      0.00000000E+00      0.00000000E+00      1.35440000E+01
%ENDBLOCK LATTICE_CART
%BLOCK POSITIONS_CART
  Li      8.29138768E-03     -2.39288040E-01     -1.96670948E-01
  Li     -2.97514107E-01      1.00688029E-01      2.98757154E+00
  Li     -2.25296850E-01     -1.85496974E-01      7.16343066E+00
  Li      7.02219409E-03      4.65346982E-02      1.02732521E+01
  Li      5.83955905E-01      3.28964399E+00      2.38401761E-02
  Li      1.27827493E-01      3.25517494E+00      3.30249755E+00
  Li     -1.21647908E-01      3.64306038E+00      6.25397537E+00
  Li      6.93310334E-01      3.80250148E+00      1.03651193E+01
  Li     -3.75177529E-01      6.85103284E+00      1.59927357E-01
  Li     -4.23423288E-01      6.78659374E+00      3.24948796E+00
  Li     -1.61130048E-02      6.28702433E+00      6.17266061E+00
  Li      4.70212233E-01      6.95428201E+00      1.03915440E+01
  Li     -3.14333395E-02      9.66954128E+00      4.07848928E-01
  Li     -1.20938207E-01      1.02912571E+01      3.74144198E+00
  Li     -3.41931510E-01      1.03368979E+01      6.63252813E+00
  Li      1.91334358E-02      1.03665301E+01      1.00257552E+01
  Li      3.80076978E+00     -3.69428378E-01      2.49816098E-01
  Li      3.28318921E+00     -4.24899160E-01      3.35392711E+00
  Li      3.57646610E+00      2.31444343E-01      7.18815552E+00
  Li      3.33697000E+00     -9.21002455E-02      9.96418380E+00
  Li      3.33049761E+00      3.53989934E+00      2.77630241E-01
  Li      3.23016603E+00      2.84107275E+00      3.12505581E+00
  Li      3.37978911E+00      2.62066615E+00      6.52784802E+00
  Li      3.22353199E+00      3.14716304E+00      9.62839088E+00
  Li      4.14270756E+00      6.86878235E+00      1.66220534E-01
  Li      3.74707932E+00      6.83176542E+00      3.60676393E+00
  Li      3.40723475E+00      7.08471715E+00      6.63486326E+00
  Li      3.15258552E+00      7.05210036E+00      1.01545387E+01
  Li      3.51590177E+00      9.75604550E+00      2.05913249E-01
  Li      3.06206083E+00      1.04693840E+01      3.56468598E+00
  Li      3.13914215E+00      1.01030591E+01      6.70747280E+00
  Li      2.86924737E+00      1.00276440E+01      9.80954798E+00
  Li      6.84064255E+00     -1.65401424E-01     -2.76101418E-01
  Li      7.46043843E+00      1.97532679E-01      3.48829598E+00
  Li      6.42395687E+00      3.70387747E-01      6.71543076E+00
  Li      6.53766703E+00     -1.99348110E-01      1.05923672E+01
  Li      6.78410313E+00      3.79850488E+00     -4.38615746E-02
  Li      6.85178218E+00      3.59972603E+00      3.41387961E+00
  Li      6.30671369E+00      3.43070408E+00      6.76640412E+00
  Li      6.54474751E+00      3.36913592E+00      1.04513109E+01
  Li      6.75576996E+00      6.46452878E+00      2.00424379E-01
  Li      6.57417208E+00      6.38070991E+00      3.79835935E+00
  Li      6.24939429E+00      6.80330257E+00      6.29964479E+00
  Li      6.59947545E+00      6.48361356E+00      1.00340827E+01
  Li      6.43989159E+00      1.00578024E+01     -5.31297871E-01
  Li      6.99801924E+00      1.02355631E+01      3.82538566E+00
  Li      6.99636315E+00      1.01805966E+01      7.26842695E+00
  Li      7.16283646E+00      1.00199945E+01      9.67218920E+00
  Li      1.08814240E+01      2.77745584E-01     -3.31061247E-01
  Li      1.01991797E+01      2.10038142E-01      3.03522924E+00
  Li      1.03840389E+01      4.35145991E-01      7.59021716E+00
  Li      1.00037279E+01      5.49570953E-01      1.03784083E+01
  Li      1.01244644E+01      3.37652354E+00     -1.92799655E-01
  Li      1.01316564E+01      3.35051265E+00      3.20670531E+00
  Li      1.03599041E+01      3.66363134E+00      6.96382513E+00
  Li      1.02825046E+01      3.24292491E+00      1.03530258E+01
  Li      9.88776122E+00      6.58529053E+00     -2.94847401E-01
  Li      9.90474731E+00      6.52781711E+00      3.63971993E+00
  Li      1.04621569E+01      6.28383004E+00      6.78683792E+00
  Li      9.97929897E+00      6.71123638E+00      1.01068858E+01
  Li      1.00693555E+01      9.72103515E+00     -1.84285896E-01
  Li      1.01373080E+01      1.06807096E+01      3.84211642E+00
  Li      1.02359337E+01      1.03743610E+01      6.55741431E+00
  Li      1.02952628E+01      1.01238905E+01      9.73669666E+00
  Li      1.55966213E+00      1.19959480E+00      1.58842761E+00
  Li      9.79213058E-01      1.36940570E+00      5.34679501E+00
  Li      1.14418215E+00      1.90478234E+00      8.20085179E+00
  Li      2.17718791E+00      1.58349569E+00      1.19594620E+01
  Li      1.66891393E+00      5.19077200E+00      1.85633752E+00
  Li      1.81507989E+00      4.85789792E+00      4.73978807E+00
  Li      1.76669394E+00      4.79345456E+00      7.82816372E+00
  Li      1.89782951E+00      6.03264900E+00      1.27357018E+01
  Li      1.86789664E+00      8.36447138E+00      1.97432658E+00
  Li      1.65341476E+00      8.39535941E+00      4.77648395E+00
  Li      1.63946874E+00      8.25714280E+00      8.08347804E+00
  Li      1.90396632E+00      8.72193469E+00      1.21021978E+01
  Li      1.44648197E+00      1.15084471E+01      1.43477172E+00
  Li      1.58442173E+00      1.23707737E+01      5.24846119E+00
  Li      1.68242097E+00      1.19268594E+01      8.25345588E+00
  Li      1.93130458E+00      1.18792393E+01      1.19375036E+01
  Li      5.17089171E+00      1.63753879E+00      1.52091785E+00
  Li      4.95657738E+00      1.30238531E+00      4.74334725E+00
  Li      5.15499537E+00      1.79445330E+00      9.03252535E+00
  Li      4.93205783E+00      1.91165213E+00      1.20901193E+01
  Li      4.93796304E+00      4.89540108E+00      2.28762760E+00
  Li      4.71697967E+00      4.48306917E+00      5.04910293E+00
  Li      4.62890635E+00      5.11518312E+00      8.19486807E+00
  Li      4.59025635E+00      5.08361981E+00      1.14838010E+01
  Li      5.55266076E+00      8.54766403E+00      2.03188099E+00
  Li      5.11269503E+00      9.03442106E+00      4.94872434E+00
  Li      5.12073081E+00      8.33990789E+00      8.44010777E+00
  Li      5.05707663E+00      8.41082446E+00      1.14264832E+01
  Li      5.77962620E+00      1.16993099E+01      1.61888836E+00
  Li      4.76070009E+00      1.20542889E+01      5.31148371E+00
  Li      5.23999557E+00      1.18189987E+01      8.36946218E+00
  Li      4.64698081E+00      1.13724195E+01      1.12944164E+01
  Li      8.28756220E+00      1.57111993E+00      1.26552425E+00
  Li      8.77619108E+00      1.81571187E+00      5.37309681E+00
  Li      8.24331884E+00      2.21615273E+00      8.42626906E+00
  Li      8.21361824E+00      1.87798642E+00      1.22194422E+01
  Li      8.66108341E+00      5.22577887E+00      1.87068780E+00
  Li      8.22319589E+00      4.76346604E+00      5.39724788E+00
  Li      8.03081883E+00      5.07574137E+00      8.39262236E+00
  Li      8.21220945E+00      5.21294037E+00      1.15224071E+01
  Li      8.15897808E+00      8.28224883E+00      2.02005463E+00
  Li      8.64621687E+00      8.38241838E+00      5.49775245E+00
  Li      8.73984989E+00      8.29871561E+00      8.26684308E+00
  Li      8.18476567E+00      8.27982835E+00      1.16823917E+01
  Li      9.02830808E+00      1.18390905E+01      1.21055963E+00
  Li      8.45216808E+00      1.23399395E+01      5.54321530E+00
  Li      8.92540198E+00      1.21807359E+01      8.53940466E+00
  Li      8.82362656E+00      1.17092811E+01      1.13410648E+01
  Li      1.22696449E+01      2.18757123E+00      1.45358537E+00
  Li      1.14240384E+01      1.77854863E+00      5.30659200E+00
  Li      1.20804276E+01      2.23541618E+00      8.55452976E+00
  Li      1.25585066E+01      2.12325004E+00      1.16042947E+01
  Li      1.20934052E+01      4.99357792E+00      1.83629998E+00
  Li      1.16513624E+01      4.78566182E+00      4.60780832E+00
  Li      1.21807124E+01      5.70161201E+00      8.80440504E+00
  Li      1.19002254E+01      5.12540332E+00      1.15931335E+01
  Li      1.12439536E+01      8.34983379E+00      2.18412578E+00
  Li      1.15852914E+01      8.35204742E+00      5.33652213E+00
  Li      1.21591015E+01      8.19075741E+00      8.44448491E+00
  Li      1.19850548E+01      8.09742356E+00      1.16870530E+01
  Li      1.19266721E+01      1.17010990E+01      1.56487536E+00
  Li      1.15479627E+01      1.23469741E+01      5.06838312E+00
  Li      1.20701609E+01      1.22370868E+01      9.12665413E+00
  Li      1.20846208E+01      1.12442539E+01      1.18244541E+01
%END BLOCK POSITIONS_CART
