%BLOCK LATTICE_CART
      1.35680000E+01      0.00000000E+00      0.00000000E+00
      0.00000000E+00      1.35680000E+01      0.00000000E+00
      0.00000000E+00      0.00000000E+00      1.35680000E+01
%ENDBLOCK LATTICE_CART
%BLOCK POSITIONS_CART
  Li      2.20371506E+00      4.75013493E+00     -1.73330145E+00
  Li      2.10411391E+00      4.67052378E+00      2.46983367E+00
  Li      9.14606726E+00     -2.66883166E+00      5.14072227E+00
  Li      6.75434690E+00      9.58109071E+00      1.33091683E+01
  Li      6.61487072E+00      9.70308519E+00      2.74691415E+00
  Li      7.95148299E+00      8.43482129E+00      9.00452794E+00
  Li      7.09194850E+00      6.39633080E+00      1.72153534E+01
  Li      7.00741703E+00      4.10311226E-01      1.19162427E+01
  Li      5.23547295E+00      4.34371276E+00      1.63445990E+00
  Li      4.69965811E+00      8.37229914E+00      1.96681879E+00
  Li      1.08576240E+00      1.37453617E+01      2.30086350E+00
  Li      3.11897056E+00      1.00504581E+01      1.25806048E+01
  Li      5.29031544E+00     -1.71580150E+00     -1.13619285E+00
  Li      1.05408267E+01      2.96595657E+00      4.02152763E+00
  Li      3.23191322E+00      3.03362870E+00      1.38205241E+01
  Li      8.64347791E+00      1.82927777E+00      1.34728881E+01
  Li      3.03328292E+00      6.30316898E+00      6.71073720E-01
  Li      5.38725701E+00      3.46398655E+00      4.51368655E+00
  Li      6.56921269E+00      2.90809640E+00      1.03700052E+01
  Li      1.09094890E+01      1.54327887E+00      6.89318279E+00
  Li      5.31480166E+00      9.08702466E+00     -5.38810573E+00
  Li      8.04565431E+00      3.33119937E+00      2.19773516E+00
  Li      2.88523425E+00      1.00732125E+01      9.88388582E+00
  Li      1.12728882E+01      4.70344248E+00      9.20097366E+00
  Li      1.20567742E+01      7.21286558E+00      7.72398586E+00
  Li      8.70521660E+00      1.06608632E+01      1.53874818E+00
  Li      9.04112460E+00      1.03711774E+01      1.02331771E+01
  Li      1.16692557E+01      9.42140654E+00      1.50894230E+01
  Li      1.39838505E+01      6.34069405E+00      9.24132897E-01
  Li      2.34313448E+01     -9.51426101E+00      7.09722779E+00
  Li      5.54826764E+00      5.11397217E+00      1.16411162E+01
  Li      1.35856761E+01      3.57162913E-01      7.60306520E+00
  Li      1.07559499E+01      1.18940781E+01      2.74985704E+00
  Li      8.33589699E+00      6.81152544E+00      7.02834705E+00
  Li      1.28725631E+01      4.04247251E+00      6.96648833E+00
  Li      1.27778267E+01      4.87502580E+00      1.67136895E+01
  Li      1.31748590E+01      1.03716630E+01      3.83124553E+00
  Li      7.05254185E+00      1.72691012E+01      7.33117262E+00
  Li      1.33407964E+01      6.32773740E+00      1.02511450E+01
  Li      6.78556943E+00      1.30825143E+01      1.48233335E+01
  Li      1.19094588E+01      2.56257104E+01      9.37982752E+00
  Li      8.77616306E+00      1.89260894E+01      9.77627714E+00
  Li      1.40554202E+01      1.73290332E+01     -9.52753097E-02
  Li      1.65838963E+01      1.01073326E+01      7.11168005E+00
%END BLOCK POSITIONS_CART
