ILI1
40 40
19.2197 19.2051 19.2295 19.2832 19.3564 19.4395 19.5242 19.6055 19.678 19.7461 19.812 19.8889 19.979 20.0977 20.2461 20.418 20.6042 20.7905 20.9614 21.1143 21.2461 21.3633 21.4658 21.5586 21.6465 21.7271 21.8003 21.8613 21.9053 21.9297 21.9248 21.8882 21.8125 21.6831 21.4863 21.1875 20.7324 20.0469 19.5176 19.3027 
19.7417 19.645 19.6055 19.6033 19.6274 19.667 19.7109 19.7571 19.7988 19.834 19.8735 19.9175 19.9812 20.0742 20.2031 20.3672 20.5513 20.7393 20.9102 21.0645 21.1992 21.3135 21.4189 21.5146 21.6074 21.6978 21.7856 21.8638 21.9297 21.9761 21.9956 21.9858 21.937 21.8442 21.6953 21.4746 21.1611 20.7393 20.2734 19.9351 
20.2031 20.0469 19.9526 19.9043 19.8823 19.8823 19.8911 19.9043 19.9153 19.9241 19.9329 19.9482 19.9834 20.0508 20.1602 20.3125 20.4922 20.6812 20.8555 21.0117 21.1436 21.2607 21.3633 21.46 21.5586 21.6562 21.7563 21.8516 21.937 22.0039 22.0469 22.0586 22.0332 21.9663 21.8491 21.6733 21.4307 21.1172 20.7598 20.4375 
20.5342 20.3594 20.2344 20.1523 20.0977 20.0664 20.0469 20.0332 20.0195 20.0039 19.9878 19.979 19.9834 20.0234 20.1094 20.2461 20.4219 20.6094 20.7871 20.9443 21.0791 21.1934 21.2959 21.3955 21.4951 21.6025 21.7124 21.8247 21.9272 22.0156 22.0762 22.1055 22.0977 22.0508 21.9565 21.8101 21.6074 21.3486 21.0557 20.77 
20.7598 20.5786 20.4414 20.3398 20.2637 20.209 20.168 20.1328 20.0996 20.0645 20.0273 19.9922 19.9746 19.9878 20.0469 20.1641 20.332 20.5205 20.7 20.8589 20.9973 21.1143 21.2183 21.3193 21.4219 21.5342 21.6562 21.7832 21.9053 22.0078 22.084 22.1289 22.1367 22.1016 22.0234 21.8955 21.7173 21.4922 21.2373 20.9819 
20.9033 20.7256 20.582 20.4688 20.377 20.3066 20.248 20.1992 20.1484 20.0957 20.041 19.9878 19.946 19.9351 19.9702 20.0664 20.2227 20.4062 20.5923 20.7563 20.8999 21.0205 21.1289 21.2314 21.3428 21.4629 21.5928 21.7344 21.8662 21.9834 22.0723 22.127 22.1445 22.1191 22.0508 21.9346 21.7734 21.5708 21.3428 21.1113 
20.9785 20.8076 20.6641 20.541 20.4414 20.3574 20.2852 20.2227 20.1582 20.0938 20.0234 19.9526 19.8933 19.8582 19.8735 19.9482 20.0938 20.2734 20.4629 20.6367 20.7871 20.917 21.0322 21.1436 21.2607 21.3896 21.5293 21.6782 21.8223 21.9468 22.043 22.1016 22.123 22.1035 22.0391 21.9321 21.7832 21.5952 21.3867 21.1758 
21.0059 20.8418 20.6948 20.5684 20.457 20.3613 20.2773 20.2012 20.125 20.0488 19.9658 19.8823 19.8076 19.7593 19.7549 19.8164 19.9482 20.125 20.3203 20.5034 20.6675 20.8076 20.9375 21.0586 21.1875 21.3252 21.4746 21.627 21.7734 21.9004 21.9956 22.0566 22.0781 22.0586 21.998 21.8931 21.7515 21.5757 21.3838 21.1875 
20.9888 20.8281 20.6812 20.5479 20.4258 20.3184 20.2227 20.1328 20.0469 19.957 19.8647 19.7725 19.689 19.6318 19.6187 19.6714 19.7944 19.9702 20.168 20.3633 20.5427 20.7017 20.8486 20.9871 21.1289 21.2783 21.4336 21.5879 21.7344 21.854 21.9443 21.998 22.0137 21.9907 21.9272 21.8247 21.6855 21.522 21.3428 21.1611 
20.9375 20.7769 20.6265 20.4844 20.3477 20.2246 20.1133 20.0078 19.9109 19.812 19.7153 19.6187 19.5352 19.4785 19.4688 19.522 19.6406 19.8142 20.0195 20.2266 20.4219 20.6008 20.7683 20.9307 21.0908 21.252 21.4131 21.5684 21.7026 21.8125 21.8906 21.9321 21.9395 21.9053 21.8369 21.7319 21.5977 21.4395 21.2725 21.1025 
20.8555 20.6948 20.5342 20.375 20.2207 20.0742 19.9438 19.8208 19.7109 19.6077 19.5088 19.4199 19.3467 19.3076 19.3125 19.3711 19.4932 19.6648 19.8713 20.0898 20.3027 20.5068 20.6982 20.8862 21.0674 21.2461 21.4131 21.561 21.6855 21.7783 21.8394 21.8662 21.8589 21.8149 21.7368 21.627 21.4922 21.3398 21.1816 21.0176 
20.7495 20.582 20.4023 20.2227 20.0371 19.8604 19.6978 19.5571 19.437 19.3369 19.249 19.1807 19.1367 19.1221 19.1514 19.2271 19.3516 19.522 19.7285 19.957 20.1875 20.4141 20.6367 20.8521 21.0586 21.252 21.4219 21.5635 21.6758 21.7539 21.7979 21.8052 21.7808 21.7222 21.6318 21.5171 21.3809 21.2314 21.0762 20.9153 
20.6265 20.4375 20.2344 20.0156 19.7856 19.5571 19.3516 19.1904 19.0732 18.9941 18.9404 18.9109 18.9082 18.9297 18.9888 19.083 19.2148 19.3857 19.5923 19.8252 20.0703 20.3242 20.5786 20.8247 21.0527 21.2578 21.4307 21.5684 21.6685 21.7319 21.7588 21.749 21.7075 21.6318 21.5317 21.4072 21.2695 21.1201 20.9614 20.7974 
20.4805 20.2676 20.0234 19.7461 19.4346 19.1221 18.8706 18.7095 18.6235 18.5967 18.5967 18.6208 18.6665 18.731 18.8223 18.9377 19.0806 19.2539 19.459 19.6934 19.9526 20.2305 20.5137 20.7905 21.0439 21.2578 21.4336 21.5659 21.6562 21.7051 21.7148 21.6904 21.6343 21.5439 21.4307 21.2988 21.1553 21.0029 20.8418 20.6675 
20.3125 20.0625 19.7549 19.3711 18.9136 18.4922 18.2402 18.1406 18.123 18.1582 18.2256 18.3105 18.4102 18.5215 18.645 18.7847 18.9431 19.1221 19.3271 19.5615 19.8318 20.1328 20.4453 20.7495 21.0205 21.2432 21.4189 21.5439 21.627 21.666 21.6636 21.627 21.5537 21.4541 21.3281 21.1904 21.0381 20.8794 20.7085 20.5239 
20.1133 19.8076 19.4004 18.8008 18.1289 17.7603 17.6079 17.5698 17.6016 17.6904 17.8174 17.9666 18.126 18.29 18.457 18.6262 18.8008 18.9915 19.2002 19.4395 19.7197 20.0391 20.375 20.6982 20.9819 21.208 21.3809 21.5024 21.5757 21.605 21.5928 21.5439 21.4629 21.3516 21.2168 21.0703 20.9136 20.7461 20.5649 20.3594 
